id,title,overview,genres,keywords,cast,producers,release_date,runtime,production_companies,vote_average,vote_count,tagline,poster_file
13853,爱拉与穴熊族,自然环境的变化迫使各部落迁徙。“穴熊族”的女巫医伊扎在“异族”部落中发现了年幼的艾拉——按照传统，部落本应立即处死艾拉，但伊扎坚持将她留下。当这个小女孩找到一处极为急需的新洞穴后，她被允许留下，并茁壮成长。,冒险|剧情,石器时代|部落|穴居人|史前冒险|史前时代|尼安德特人|史前人类,Daryl Hannah|Pamela Reed|James Remar|Thomas G. Waites|John Doolittle|Curtis Armstrong|Martin Doyle|Nicole Eggert|Salome Jens,,1986/1/17,98,The Guber-Peters Company|Warner Bros.|Producers Sales Organization (PSO)|Jonesfilm|The Jozak Company|Decade,4.8,27,人类黎明之际，一位女性引领前路。,/posters/13853.jpg
31306,疯狂的阿拉巴马,一位遭受虐待的妻子前往加利福尼亚，立志成为电影明星；与此同时，她留在阿拉巴马州的侄子却不得不面对一起涉及腐败警长的种族动机谋杀案。,喜剧|剧情,,Melanie Griffith|David Morse|Lucas Black|Cathy Moriarty|Meat Loaf|Rod Steiger|Richard Schiff|John Beasley|Robert Wagner|Noah Emmerich,James Dyer,1999/10/22,111,Columbia Pictures|Green Moon Productions,6.5,12,,/posters/31306.jpg
8461,趣味游戏,当安、丈夫乔治和儿子小乔治抵达他们的度假屋时，一对彬彬有礼、看似友善的年轻人登门拜访。他们面带极具欺骗性的甜美微笑，手持高尔夫球杆，随即开始恐吓并折磨这个关系紧密的家庭，给他们到第二天为止的时间来求生。,恐怖|惊悚|犯罪,兄弟关系|船|心理变态者|度假|谋杀|悬念|邻居|酷刑|狗|家庭,Naomi Watts|Tim Roth|Michael Pitt|Brady Corbet|Devon Gearhart|Boyd Gaines|Robert LuPone|Susanne C. Hanke|Linda Moran|Siobhan Fallon,Naomi Watts|Rene Bastian|Andro Steinborn|Andrea Occhipinti|Chris Coen|Hamish McAlpine|Hengameh Panahi|Christian Baute|Philippe Aigle|Carol Stiller|Douglas C. Steiner|Jonathan Schwartz,2007/10/20,112,Celluloid Dreams|Tartan Films|Film4|Warner Independent Pictures (WIP),6.3,545,游戏开始了……,/posters/8461.jpg
331592,倾听,多年来，我们一直试图利用人类大脑的力量……却屡屡失败。如今，一项突破将彻底改变一切。超越技术，超越人类，超越控制。大卫、瑞安和乔丹希望这项心灵感应发明能解决他们所有的问题，但这项尖端技术却打开了一个充满新危险的潘多拉魔盒——当团队成员敞开心扉时，他们的思想将无处可藏。,剧情|惊悚|科幻,秘密|心灵感应|技术|发明|政府|精神控制|背叛|信任|危险|隐私,Thomas Stroppel|Artie Ahr|Amber Marie Bollinger|Christine Haeberman|Steve Hanks|Buddy Daniels,Travis Nicholson|Khalil Sullins|Pardis Sullins|Jamal DeGruy,2015/9/11,100,Young Medium|Listen Film,5.5,31,隐藏你的想法。,/posters/331592.jpg
47692,菲丽希娅的旅程,在阿托姆·伊戈扬改编自威廉·特雷弗1994年著名小说的影片中，一位孤独的中年单身汉与一位天真的爱尔兰少女彼此改变了对方的人生，最终抵达认知、救赎与智慧的彼岸。十七岁且已怀孕的菲丽希娅前往英格兰寻找她的恋人，却意外遇见了热心的餐饮经理约瑟夫·安布罗斯·希尔迪奇——他表面友善，实则是一名连环杀手。希尔迪奇曾杀害多名年轻女性，却对自己的罪行毫无意识；正如菲丽希娅一样，他亦无法看清真实的自我。《菲丽希娅的旅程》讲述了一段纯真失落又重获的故事：菲丽希娅逐渐觉醒，认清了世间的危险与虚伪；而从小孤独、从未感受过爱的希尔迪奇，也终于意识到自己曾被剥夺了什么，以及自己又夺走了什么。,剧情,悬疑|系列谋杀,Bob Hoskins|Elaine Cassidy|Arsinée Khanjian|Peter McDonald|Gerard McSorley|Brid Brennan|Sheila Reid|Nizwar Karanj|Ali Yassine|Kriss Dosanjh,,1999/11/24,116,Alliance Atlantis Communications|Icon Entertainment International|Marquis Films Ltd,6.6,23,,/posters/47692.jpg
19,大都会,在一座未来主义城市中，工人阶级与城市规划者之间存在着尖锐的阶级分化；城市缔造者的儿子爱上了一位工人阶级先知，她预言将有一位救世主降临，以调和双方的分歧。,剧情|科幻,人与机器的对抗|地下世界|发明家|大都会|工人|未来|机械城镇|劳动|阶级社会|反乌托邦|巴别塔|谵妄|追逐场面|疯狂科学家|先知|机器人|毁灭|默片|堕落|杰作|被压迫者|救世主,Brigitte Helm|Alfred Abel|Gustav Fröhlich|Rudolf Klein-Rogge|Fritz Rasp|Theodor Loos|Erwin Biswanger|Heinrich George|Olaf Storm|Helene Weigel,Erich Pommer,1927/1/10,153,Paramount Pictures|Universum Film (UFA),8,657,唯有心灵担当调解者，双手与大脑方能彼此理解。,/posters/19.jpg
10045,暴力街区13区,故事发生在2010年的巴黎贫民窟，一名卧底警察与一名前街头混混联手潜入黑帮，以拆除一枚中子炸弹。,动作|惊悚|科幻,巴黎|炸弹|郊区|反乌托邦|跑酷|黑帮|卧底警察,David Belle|Cyril Raffaelli|Tony D'Amario|Dany Verissimo-Petit|Bibi Naceri|Nicolas Woirion|François Chattot|Patrick Olivier|Tarik Boucekhine|Samir Guesmi,Luc Besson|Bernard Grenet|Mehdi Sayah,2004/11/9,84,Canal Plus|TF1 Films Production|EuropaCorp,6.5,565,欢迎来到B13区。欢迎来到未来,/posters/10045.jpg
400,当你在丹佛死去时该做些什么,一部昆汀·塔伦蒂诺风格的黑帮电影，云集众多明星。吉米的“圣徒”黑帮生涯终于走到了尽头。然而现在，他却发现自己不得不为一位被称为“有计划之人”的睿智教父效劳。,剧情|犯罪,父子关系|赏金猎人|船|生活方式|棺材|丹佛|教母|偏执|杀手|友谊|心理变态者|复仇|谋杀|独立电影|黑手党|小餐馆|鲜血|黑帮分子|暴力|非法卖淫|婚外情,Andy García|Christopher Lloyd|William Forsythe|Bill Nunn|Treat Williams|Jack Warden|Steve Buscemi|Fairuza Balk|Gabrielle Anwar|Christopher Walken,Cary Woods,1995/12/1,116,Miramax Films,6.7,85,守护。挚爱。敬重。复仇。,/posters/400.jpg
253450,刺客聶隱娘,一位唐朝女刺客，在爱上自己的刺杀目标后，开始质疑自己的忠诚。,动作|剧情|历史,刺客|唐朝|古代中国|武侠|慢电影,Shu Qi|Chang Chen|Nikki Hsieh|Sheu Fang-Yi|Ethan Juan|Tetsuya Komuro|徐帆|Zuo Xiaoqing|Satoshi Tsumabuki|Ni Dahong,Hou Hsiao-hsien|Liao Ching-Song|Dai Song|Stephen Shin|Peter Lam|Ren Yue|Stephen Lam Bing-Kwan|Chen Yiqi,2015/8/27,105,Media Asia Films|Sil-Metropole Organisation|Central Motion Pictures|Zhejiang Huace Film & TV|China Dream Film Culture Industry|SpotFilms,6.6,157,,/posters/253450.jpg
9104,水牛士兵,故事设定在1989年柏林墙倒塌前夕，雷·埃尔伍德军士是一名驻扎在德国军营的美国士兵。他之所以参军，是因为法官给了他一个选择：要么入伍，要么入狱。雷在业余时间常常为宪兵队加工可卡因。当一名士兵死亡，且毒理学检测显示其体内含有异常高水平的违禁毒品时，上级便派人前来调查。,剧情|喜剧|战争|犯罪|惊悚,德国|腐败|性|改编自小说|调查|军队|警察|基地|毒品|叛逆者,Joaquin Phoenix|Ed Harris|Scott Glenn|Anna Paquin|Elizabeth McGovern|Michael Peña|Gabriel Mann|Dean Stockwell|Brian Delate|Shiek Mahmud-Bey,James Schamus|Paul Webster|Rainer Grupe|Reinhard Klooss|Ariane Moody,2001/9/8,98,Grosvenor Park Films LLP|Film4|Good Machine,6.5,93,战争是地狱……但和平却烦透了！,/posters/9104.jpg
11190,归来,一个关于两个俄罗斯男孩的故事，他们的父亲在离家12年后突然回家。他带着两个儿子前往湖中一座偏远岛屿度假，这次旅行却演变成一场近乎神话般严峻的成人考验。,惊悚|剧情|悬疑,归来|兄弟|暴雨|速比涛泳裤|日记,Vladimir Garin|Konstantin Lavronenko|Nataliya Vdovina|Vanya Dobronravov|Yelizaveta Aleksandrova|Lazar Dubovik|Lyubov Kazakova|Galina Petrova|Aleksei Suknovalov|Andrey Sumin,Andrew Colton|Yelena Kovalyova|Dmitry Lesnevsky,2003/6/25,105,Ren Film,7.4,100,,/posters/11190.jpg
16353,拳霸2,一名年轻人在生死关头被一位著名战士救下。这位战士意识到少年拥有无与伦比的身体潜能，便将他训练成世上最危险的人物。当他成长为青年后，独自踏上了复仇之路，誓要向当年奴役他的残忍奴隶贩子，以及杀害其父亲的奸诈军阀讨还血债。,冒险|动作|惊悚,续集,Tony Jaa|Sarunyu Wongkrachang|Sorapong Chatree|Primorata Dejudom,,2008/12/4,98,Iyara Films,6,152,战士。征服者。传奇。,/posters/16353.jpg
23759,百夫长,公元117年，不列颠。昆图斯·迪亚斯是皮克特人袭击罗马边境要塞后唯一的幸存者，他随维里卢斯将军传奇的第九军团向北进军，奉命将皮克特人从地球上抹去，并消灭其首领戈尔拉孔。,冒险|动作|剧情,罗马帝国|古罗马|古代世界|暴力|不列颠|深入敌后|唯一幸存者,Michael Fassbender|Olga Kurylenko|David Morrissey|Liam Cunningham|Dominic West|Imogen Poots|Ulrich Thomsen|J. J. Feild|Noel Clarke|Dimitri Leonidas,Robert Jones|François Ivernel|Cameron McCracken|Christian Colson|Paul Smith|Ivana Mackinnon|Diarmuid McKeown,2010/2/15,97,Pathé Pictures International|UK Film Council|Celador Films|Canal+|Warner Bros.|CinéCinéma,5.9,386,历史以鲜血书写,/posters/23759.jpg
24206,无声扳机,瓦克斯曼曾是一名特种部队士兵，如今为一家绝密政府机构担任全副武装的刺客。当一次秘密任务严重失败后，瓦克斯曼与 fellow 刺客克莱格便成了该机构的首要追杀目标。,剧情|动作|惊悚,,Dolph Lundgren|Gina Bellman|Conrad Dunn|Christopher Heyerdahl,,1996/6/26,93,Newmarket Capital Group|Cine Grande Corporation|Filmline International|Conquistador Entertainment|Algonquin Productions Limited,5,22,条款明确：不是你死，就是我亡。,/posters/24206.jpg
10185,午夜肉车,摄影师莱昂与他的女友兼女服务员玛雅住在一起，等待着进入摄影行业的机会。当玛雅联系他们的朋友尤尔吉斯后，他为莱昂安排了与成功艺术画廊老板苏珊·霍夫的会面；苏珊审视了莱昂的作品，并要求他提高照片质量。深夜，心情沮丧的莱昂决定带着相机在街头游荡拍照，他尾随三名朋克青年来到地铁站；当这群人袭击一名年轻女子时，莱昂挺身保护她，那伙人随后离开。次日清晨，莱昂发现那名女子失踪了。他前往警察局报案，但林恩·哈德利警探并未重视他的陈述，甚至质疑其可信度。莱昂开始痴迷于弄清这名陌生女子的遭遇，于是持续监视地铁站。当他看到衣着考究的屠夫马霍格尼登上列车时，莱昂认定他可能是一名杀人犯，便开始处处跟踪他——这也开启了他通往黑暗的旅程。,悬疑|剧情|犯罪|惊悚|恐怖,摄影师|屠夫|素食主义者|午夜|血溅|血腥|跟踪|餐厅|斩首|血液|暴力|地铁列车|极少对白,Bradley Cooper|Vinnie Jones|Brooke Shields|Leslie Bibb|Roger Bart|Ted Raimi|Peter Jacobson|Barbara Eve Harris|Stephanie Mace|Tony Curran,Gary Lucchesi|Clive Barker|Jorge Saralegui,2008/8/7,98,Lions Gate Films|Lakeshore Entertainment|GreeneStreet Films|Midnight Picture Show,6,290,你将经历的最恐怖之旅,/posters/10185.jpg
75033,温妮·曼德拉,一部戏剧，记述了温妮·曼德拉从童年时期到结婚及丈夫被监禁的人生历程。,剧情,传记|纳尔逊·曼德拉,Elias Koteas|Terrence Howard|Jennifer Hudson|Wendy Crewson|Angelique Pretorius|Karl Thaning|Conrad Kemp|Garth Breytenbach|David Dennis|Mary-Ann Barlow,,2011/9/16,107,,5.2,5,她的勇气激励了一个国家。,/posters/75033.jpg
74536,无名之子,一名新警员被分配到他从小长大的第118警区。该警区的警长开始收到有关多年前发生在廉租公寓区的两起未破谋杀案的信件，而那时这名新警员还只是个孩子。这些信件唤起了不堪回首的记忆和尘封已久的秘密，进而威胁到他的职业生涯，并导致家庭破裂。,剧情|惊悚|犯罪,,Channing Tatum|Al Pacino|Juliette Binoche|Katie Holmes|James Ransone|Ray Liotta|Tracy Morgan|Ursula Parker|Brian Gilbert|Jake Cherry,,2011/11/4,90,Millennium Films,4.8,92,服务。保护。说谎。,/posters/74536.jpg
31668,女王的所有男人,一支由美国人领导的、成员各不相同的英国特别勤务处特工小队，必须乔装潜入柏林一家由女性运营的恩尼格玛密码机工厂，并取回那台能够终结战争的解码设备。,动作|喜剧|剧情|历史,异装癖|第二次世界大战,Matt LeBlanc|Eddie Izzard|James Cosmo|Nicolette Krebitz|David Tristan Birkin|Edward Fox|Udo Kier|Oliver Korittke|Karl Markovics,,2001/10/14,99,,6.1,7,,/posters/31668.jpg
13501,美好的夜晚,音乐家加里陷入与同居恋人多拉的不幸福关系中。他被一位闯入梦境的美丽诱惑者深深吸引，并试图控制自己的梦境状态，以便能与她共度越来越多的时间。当加里在公交车站的广告牌上看到这位神秘女子的面容时，他发现她真实存在，而命运也为他创造了与她相遇的机会。,喜剧|剧情|爱情|奇幻|音乐,梦境|中年危机|清醒梦,Penélope Cruz|Martin Freeman|Gwyneth Paltrow|Simon Pegg|Danny DeVito|Sonia Doubell|Steffan Boje|Michael Gambon|Stephen Graham|Juliana Kiehl,,2007/1/25,93,Destination Films|Tempesta Films|Good Night Productions,5.7,41,梦想即信念。,/posters/13501.jpg
15208,巴托里,《巴托里》改编自围绕伊丽莎白·巴托里伯爵夫人——人类历史上最臭名昭著的杀人犯——生平与事迹流传的种种传说。与普遍认知相反，伊丽莎白·巴托里实际上是一位现代意义上的文艺复兴女性，最终却沦为男性对权力与财富野心的牺牲品。,剧情|奇幻,性|传说|伯爵夫人,Anna Friel|Karel Roden|Hans Matheson|Vincent Regan|Franco Nero|Bolek Polívka|Deana Horváthová|Julie Dreyfus|Monika Hilmerová|Michaela Drotárová,Thom Mount|Mike Downey|Deana Horváthová|Zorana Piggott|Martin Spott,2008/7/4,141,Lunar Films|Fonds Eurimages du Conseil de l'Europe|Eurofilm Stúdió|Státní Fond CR pro Podporu a Rozvoj Ceské Kinematografie|Jakubisko Film Slovakia|J&J Jakubisko Film|Concorde Film Trust|Ministry of Culture of the Slovak Republic,5.6,31,,/posters/15208.jpg
172391,斑马总动员,一匹半身条纹的斑马被指责为干旱的罪魁祸首，于是离开族群踏上寻找失踪条纹的旅程。一路上，他与一头过度保护的角马和一只张扬跋扈的鸵鸟结伴同行；最终他们击败了专横残暴的豹子，拯救了自己的族群。,动画|冒险|家庭,3D|Khumba,Jake T. Austin|Liam Neeson|Steve Buscemi|AnnaSophia Robb|Laurence Fishburne|Richard E. Grant|Loretta Devine|Anika Noni Rose|Catherine Tate|Jennifer Cody,,2013/7/18,85,Triggerfish Animation,5.8,72,半匹斑马，百分百的冒险！,/posters/172391.jpg
262543,自动机器人,雅克·沃坎是ROC机器人公司的保险代理人， routinely 调查一起机器人被操控的案件。他所发现的真相将对人类的未来产生深远影响。,惊悚片|科幻片,人工智能|雨|未来|反乌托邦|机器人|生态|沙漠|儿童杀手,Antonio Banderas|Birgitte Hjort Sørensen|Dylan McDermott|Robert Forster|Tim McInnerny|Andy Nyman|David Ryall|Andrew Tiernan|Christa Campbell|Christina Tam,Antonio Banderas|Les Weldon|Danny Lerner|Avi Lerner|Sandra Hermida,2014/10/9,110,Green Moon Productions|Nu Boyana Viburno,5.6,670,你们的时代即将终结——而我们的时代现在才刚刚开始,/posters/262543.jpg
9288,龙与地下城：巨龙之怒,由于前主人普罗菲恩的诅咒，达莫达尔在被里德利·弗里伯恩杀死后以亡灵形态存活下来，数百年来一直追寻一件邪恶神器，企图借此对伊兹米尔及其导致他死亡者的后代发动无法阻挡的毁灭。,动作|冒险|奇幻,战士|王室|诅咒|巨龙,Bruce Payne|Mark Dymond|Clemency Burton-Hill|Ellie Chidzey|Tim Stern|Lucy Gaskell|Leonardas Pobedonoscevas,Wolfgang Esenwein|Steve Clark-Hall|Ramunas Skikas,2005/1/1,105,Skyline Films|Sweetpea Entertainment|Studio Hamburg WorldWide Pictures|Zinc Entertainment Inc.,4.8,36,,/posters/9288.jpg
370980,请叫我弗朗西斯科——人民的教皇,,剧情,教皇|传记,Rodrigo de la Serna|Sergio Hernández|Àlex Brendemühl|Maximilian Dirr|Mercedes Morán|Andres Gil|Claudio De Davide|Pompeyo Audivert|Paula Baldini|Marco Di Tieri,Pietro Valsecchi,2015/12/3,,Taodue Film,7.3,12,,/posters/370980.jpg
20083,新宿事件,铁赵（又名钢头），一名来自中国东北的卡车修理工，非法移民至东京并定居下来。在与黑帮的一系列冲突之后，他崛起成为在日中国非法移民的头目。然而，当他愚蠢地相信在一个根本不存在干净脱身机会的世界里能够全身而退时，事情便彻底失控，并最终亲手铸就了自己的命运。,剧情|动作|惊悚|犯罪,毒品盗窃|黑帮|新宿|犯罪集团|台湾,Jackie Chan|Naoto Takenaka|Daniel Wu|Xu Jinglei|Fan Bingbing|Masaya Kato|Tôru Minegishi|Kenya Sawada|Hiroyuki Nagato|Yasuaki Kurata,,2009/3/22,119,JCE Movies,6.7,65,他们毁掉了他的生活……现在，他将摧毁他们所有人。,/posters/20083.jpg
40880,潘达emonium,故事发生在19世纪初的英格兰，《潘达emonium》以其对塞缪尔·泰勒·柯勒律治（林纳斯·罗奇饰）与威廉·华兹华斯（约翰·汉纳饰）之间关系的刻画，唤起了20世纪60年代末期美国的时代氛围。华兹华斯没有奔赴越南战场，而是前往抗击法国；而柯勒律治则留在国内，宣扬乌托邦主义。战后，两位诗人与柯勒律治的妻子萨拉（萨曼莎·莫顿饰）及华兹华斯的妹妹多萝西（艾米莉·伍夫饰）共同生活、合作创作。起初，这种集体生活方式对柯勒律治颇为有利——他在此期间创作出部分最优秀的作品，而华兹华斯却陷入创作停滞；但随后柯勒律治染上了鸦片瘾。与此同时，华兹华斯直至抛弃这位朋友之后，才真正找到自己的诗学声音。用20世纪的通俗说法，华兹华斯是雅皮士，柯勒律治则是嬉皮士。,剧情|外语,,Linus Roache|John Hannah|Samantha Morton|Emily Woof|Andrea Lowe|Dexter Fletcher|Andy Serkis|Samuel West|Colin McCredie|John Kane,,2001/6/29,124,Arts Council of England,4.5,2,,/posters/40880.jpg
137,土拨鼠之日,一位自恋的电视天气预报员，与他漂亮却疏远的制片人以及感伤的摄影师一同被派往宾夕法尼亚州小镇庞克瑟托尼报道土拨鼠日活动，却发现自己日复一日地重复经历同一天。,爱情|奇幻|剧情|喜剧,似曾相识|土拨鼠|天气预报|电视摄像机|宾夕法尼亚州|闹钟|冬季|时间扭曲|时间循环|邪典电影|存在主义|土拨鼠日,Bill Murray|Andie MacDowell|Chris Elliott|Stephen Tobolowsky|Brian Doyle-Murray|Angela Paton|Rick Ducommun|Rick Overton|Robin Duke|Willie Garson,Harold Ramis|Trevor Albert|C.O. Erickson,1993/2/11,101,Columbia Pictures,7.4,2301,他正经历人生中最糟糕的一天……一遍又一遍……,/posters/137.jpg
264999,魔力麦克XXL,迈克在脱衣舞生涯巅峰时期退出三年后，他与剩下的坦帕国王们踏上前往默特尔比奇的旅程，准备献上最后一场盛大的表演。,喜剧|剧情|音乐,男性友谊|脱衣舞俱乐部|公路旅行|脱衣舞|脱衣,Channing Tatum|Matt Bomer|Joe Manganiello|Kevin Nash|Adam Rodríguez|Gabriel Iglesias|Amber Heard|Donald Glover|Stephen Boss|Michael Strahan,Nick Wechsler|Julie M. Anderson|Channing Tatum|Gregory Jacobs|Reid Carolin,2015/7/1,115,Warner Bros.|Iron Horse Entertainment (II),6.3,706,重回打拼之路。,/posters/264999.jpg
454,罗密欧与朱丽叶,在导演巴兹·鲁赫曼对威廉·莎士比亚经典悲剧的当代演绎中，蒙太古家族与凯普莱特家族将他们持续不断的世仇搬到了酷热难耐的维罗纳海滩郊区，罗密欧与朱丽叶在此相爱并秘密成婚。尽管影片在视觉上极具现代感，但莎翁的台词原封未动。,剧情|爱情,莎士比亚|禁忌之爱|枪支暴力|命中注定的恋人|现代装束的莎士比亚|青少年爱情|假面舞会|莎士比亚《罗密欧与朱丽叶》|黑帮式握枪,Leonardo DiCaprio|Claire Danes|John Leguizamo|Harold Perrineau|Pete Postlethwaite|Paul Sorvino|Brian Dennehy|Vondie Curtis-Hall|Miriam Margolyes|Diane Venora,Jill Bilcock|Baz Luhrmann|Gabriella Martinelli|Catherine Martin|Martin Brown,1996/10/31,120,Bazmark Films|Twentieth Century Fox Film Corporation,6.7,1374,我唯一的爱，源于我唯一的恨。,/posters/454.jpg
53457,她名叫莎拉,1942年7月16日晚，十岁的莎拉与她的父母遭到逮捕，并被押送至巴黎的冬赛馆，在那里，成千上万的犹太人正被集中起来，准备驱逐出境。然而，莎拉在警察闯入公寓前，设法将年幼的弟弟锁进了一个壁橱里。六十年后，居住在巴黎的美国记者朱莉娅·贾蒙接到一项任务：撰写一篇关于此次围捕行动的报道——这是法国历史上一段黑暗的篇章。她开始查阅档案，通过莎拉的案卷，意外揭开了自己夫家一直严守的一个秘密。,剧情|战争,,Kristin Scott Thomas|Niels Arestrup|Frédéric Pierrot|Michel Duchaussoy|Dominique Frot|Mélusine Mayance|Natasha Mashkevich|Gisèle Casadesus|Aidan Quinn|Sarah Ber,Stéphane Marsil,2010/9/16,111,France 2 Cinéma|Studio 37|Canal+|TPS Star|France Télévision|TF1 Droits Audiovisuels|Région Ile-de-France|Hugo Productions|A Plus Image,7.2,196,,/posters/53457.jpg
288980,自由,相隔百年的两名男子，因追寻自由而命运相连。1856年，奴隶塞缪尔·伍德沃德与其家人从弗吉尼亚州里士满附近的门罗种植园逃出。一个名为“地下铁路”的由普通民众组成的秘密网络，引导他们一路北上前往加拿大。他们遭到臭名昭著的奴隶猎人普林普顿的无情追捕。塞缪尔如丧家之犬般被追捕，又饱受自身及先辈所经历的难以想象的苦难折磨，最终被迫在复仇与自由之间做出抉择。而早在一百年前的1748年，奴隶贩子船长约翰·牛顿正从非洲启航，满载奴隶驶向美洲。船上载有塞缪尔的曾祖父，其生死与船长牛顿的命运紧密相连。这次航行永远改变了牛顿的人生，他所留下的精神遗产，将激励塞缪尔以及千百万后世之人。,剧情,船舶|自由|奴隶,Cuba Gooding Jr.|William Sadler|Sharon Leal|David Rasche|Diane Salinger|John Franchi|Terrence Mann|Phillip Boykin|Michael Goodwin|Tony Sheldon,,2014/8/21,98,Production One,5.8,9,约翰·牛顿的《奇异恩典》,/posters/288980.jpg
33,不可饶恕,威廉·芒尼曾是一名冷酷无情的杀手，如今已金盆洗手，成为一位温和的鳏夫和养猪农户。为了抚养两个失去母亲的孩子，他接下了最后一次赏金猎人的任务，追捕那些残忍伤害了一名妓女的恶徒。他与昔日搭档及一名自以为是的新手联手，对抗一名腐败的警长。,西部片,妓女|警长|赏金|悔恨|正义与公理|复仇|毁容|最后一单生意|声誉|英国人,Clint Eastwood|Gene Hackman|Morgan Freeman|Richard Harris|Jaimz Woolvett|Anna Levine|Saul Rubinek|Frances Fisher|David Mucci|Rob Campbell,Clint Eastwood|Julian Ludwig|David Valdes,1992/8/7,131,Malpaso Productions|Warner Bros.,7.7,1113,有些传奇永世难忘，有些过错永难宽恕。,/posters/33.jpg
1951,曼德莱,1933年，格蕾丝·玛格丽特·马利根在离开狗镇后，目睹了一名奴隶在名为曼德莱的棉花农场遭受惩罚。尽管奴隶制在法律上已被禁止，格蕾丝仍挺身反抗农场主。她与一群黑帮分子留在曼德莱，并试图改变当地局势。然而，当收获季节来临时，格蕾丝看清了曼德莱的社会与经济现实。,剧情,美国南方|奴隶制|片尾彩蛋,Bryce Dallas Howard|Isaach De Bankolé|Danny Glover|Willem Dafoe|Michaël Abiteboul|Lauren Bacall|Jeremy Davies|Udo Kier|Chloë Sevigny|John Hurt,Vibeke Windeløv,2005/5/16,139,Zentropa Entertainments|Danmarks Radio (DR)|Arte|Memfis Film|Isabella Films BV|Degeto Film|Ognon Pictures|Sveriges Television (SVT)|Canal+|Yleisradio (YLE)|Arte France Cinéma|Westdeutscher Rundfunk (WDR)|Alan Young Pictures|Nederlandse Programma Stichting (NPS)|Canal+ Television AB|Film i Väst|Invicta Capital|Edith Film Oy|Pain Unlimited GmbH Filmproduktion|Sigma Films|Manderlay,6.9,78,解放——无论他们是否愿意。,/posters/1951.jpg
12405,贫民窟的百万富翁,贾马尔·马利克是一名贫困的印度少年，他成为印地语版《谁想成为百万富翁？》的参赛者；然而，在他获胜后，却遭到作弊嫌疑。,剧情|爱情,贫民窟|印度主角|作弊|怀疑|游戏节目|孤儿|片尾彩蛋,Dev Patel|Freida Pinto|Anil Kapoor|Mia Drake Inderbitzin|Saurabh Shukla|Rajendranath Zutshi|Irrfan Khan|Jeneva Talwar|Ayush Mahesh Khedekar|Mahesh Manjrekar,Christian Colson,2008/5/12,120,Fox Searchlight Pictures|Celador Films|Warner Bros.|Film4,7.6,2827,要找到失散的爱人，需要什么？A. 金钱，B. 运气，C. 智慧，D. 命运,/posters/12405.jpg
10998,致命诱惑,一位已婚男子的一夜情最终令他噩梦缠身——那位情人开始跟踪他及其家人。,剧情|爱情|惊悚,性痴迷|夫妻关系|被蒙蔽的妻子|婚姻危机|悬念|律师|婚外情|情色电影,Michael Douglas|Glenn Close|Anne Archer|Ellen Hamilton Latzen|Jane Krakowski|Fred Gwynne|Stuart Pankin|Ellen Foley|Lois Smith|Meg Mundy,Stanley R. Jaffe|Sherry Lansing,1987/9/11,119,Paramount Pictures,6.6,291,一个眼神引向一个夜晚；一个他将终生追悔的错误。,/posters/10998.jpg
114,风月俏佳人,当富有的商人爱德华·刘易斯与好莱坞应召女郎薇薇安·沃德签订了一项商业合同后，他却在交易中丢失了自己的心。这部迷人的浪漫喜剧讲述的是：爱德华雇用薇薇安担任自己一周的约会伴侣，并为她打造了一场“灰姑娘式”的华丽蜕变；而薇薇安则以自己的方式回报了他——软化了这位冷酷无情的大亨的世界观。这位出身贫寒的应召女郎与富有的资本家，能否从此幸福地生活在一起？,爱情|喜剧,应召女郎|资本主义|灰姑娘|高档餐厅|跑车|工作狂|消防逃生梯|友谊|洛杉矶|钢琴,Julia Roberts|Richard Gere|Ralph Bellamy|Jason Alexander|Héctor Elizondo|Larry Miller|Laura San Giacomo|Alex Hyde-White|Elinor Donahue|Amy Yasbeck,Arnon Milchan|Steven Reuther,1990/3/23,119,Touchstone Pictures|Silver Screen Partners IV,7,1746,谁曾想到当应召女郎竟如此有趣？,/posters/114.jpg
9396,鳄鱼邓迪2,澳大利亚内陆专家保护他在纽约的爱人，免受一路追踪她来到澳洲的黑帮分子的伤害。,冒险|喜剧,纽约|鳄鱼|澳大利亚|大刀|片尾彩蛋,Paul Hogan|Linda Kozlowski|John Meillon|Ernie Dingo|Charles S. Dutton|Luis Guzmán|Stephen Root|Dennis Boutsikaris|Tatyana Ali|Colin Quinn,Paul Hogan|John Cornell|Jane Scott,1988/5/19,110,Paramount Pictures,5.5,303,全球最受欢迎的冒险家回归了！而且更精彩！,/posters/9396.jpg
319910,破碎的骏马,兄弟情谊的纽带、忠诚的法则，以及在美国与墨西哥边境帮派战争阴影下暴力的徒劳。,惊悚|悬疑|剧情|犯罪,,María Valverde|Vincent D'Onofrio|Thomas Jane|Anton Yelchin|Sean Patrick Flanery|Chris Marquette|Wes Chatham|Sadie Alexandru|Jeremy Luke|Greg Serano,,2015/3/15,101,Reliance Entertainment,5,10,,/posters/319910.jpg
